"dataId","query","queryOriginal"
1920,"China Sourcing Fair: Hardware & Building Materials (Mumbai)- ()","China Sourcing Fair: Hardware & Building Materials (Mumbai)環球資源-筆克五金及建材採購交易會 (孟買)"
1921,"DTI - Drink Technology India","DTI - Drink Technology India"
1922,"Fi India - Food Ingredients India","Fi India - Food Ingredients India"
1923,"MEDICAL FAIR - International Exhibition and Conference on Diagnostic, Medical Technology, Rehabilitation, Medical Equipment and Components()","MEDICAL FAIR - International Exhibition and Conference on Diagnostic, Medical Technology, Rehabilitation, Medical Equipment and Components印度(孟買)國際醫院及醫療設備展覽會"
1924,"PackTech India - Exhibition and conference for Processes, Packaging and Printing","PackTech India - Exhibition and conference for Processes, Packaging and Printing印度國際包裝機械展"
1925,"SITL India- International Week of Transport and Logistics","SITL India- International Week of Transport and Logistics"
1926,"Tube & Metallurgy India","Tube & Metallurgy India"
1927,"IWS - International Water Summit","IWS - International Water Summit"
1928,"PHILWATER  Internation Conference and Exhibition","PHILWATER  Internation Conference and Exhibition"
1929,"GEOTEC HANOI - INTERNATIONAL CONFERENCE ON GEOTECHNICS FOR SUSTAINABLE DEVELOPMENT","GEOTEC HANOI - INTERNATIONAL CONFERENCE ON GEOTECHNICS FOR SUSTAINABLE DEVELOPMENT"
1930,"Vietnam Manufacturing Expo - Vietnam's Most Comprehensive Show for Supporting Industries","Vietnam Manufacturing Expo - Vietnam's Most Comprehensive Show for Supporting Industries"
1931,"International Exhibition VIETBUILD (Hochiminh City, September)","International Exhibition VIETBUILD (Hochiminh City, September)"
1932,"ProPak Vietnam - International Processing and Packaging Exhibition","ProPak Vietnam - International Processing and Packaging Exhibition越南國際包裝暨食品處理展"
1933,"VIETNAM MEDI-PHARM EXPO (August) - Vietnam International Medical, Hospital & Pharmaceutical Exhibition","VIETNAM MEDI-PHARM EXPO (August) - Vietnam International Medical, Hospital & Pharmaceutical Exhibition"
1934,"Vietnam Saigon Garment & Accessories Machinery Expo","Vietnam Saigon Garment & Accessories Machinery Expo"
1935,"VINABUILD - Vietnam International Hardware , Building Materials & Lighting Exhibition","VINABUILD - Vietnam International Hardware , Building Materials & Lighting Exhibition"
1936,"EAES - European Association for Endoscopic Surgery (Austria) ","EAES - European Association for Endoscopic Surgery (Austria) "
1937,"EFTTEX - European Fishing Tackle Trade Exhibition (Austria) ","EFTTEX - European Fishing Tackle Trade Exhibition (Austria)歐洲釣具展覽會 "
1938,"AQUARAMA incorp. PET ASIA - International Aquarium Fish & Accessories Exhibition inc. International Exhibition on Pet & Accessories","AQUARAMA incorp. PET ASIA - International Aquarium Fish & Accessories Exhibition inc. International Exhibition on Pet & Accessories"
1939,"Asian Attractions Expo (Singapore)","Asian Attractions Expo (Singapore)"
1940,"Asian Battery Conference","Asian Battery Conference"
1941,"Cards & Payments Asia ","Cards & Payments Asia "
1942,"Eco-Products International Fair","Eco-Products International Fair國際綠能環保產品展"
1943,"GSA - Global Security Asia","GSA - Global Security Asia"
1944,"HIMSS AsiaPac Conference & Exhibition (Healthcare Information and Management Systems Society)","HIMSS AsiaPac Conference & Exhibition (Healthcare Information and Management Systems Society)"
1945,"JEC COMPOSITES SHOW ASIA","JEC COMPOSITES SHOW ASIA"
1946,"Rehabtech Asia","Rehabtech Asia"
1947,"RFID World Asia","RFID World Asia"
1948,"SEMICON Singapore - SEMICON Test, Assembly and Packaging","SEMICON Singapore - SEMICON Test, Assembly and Packaging"
1949,"Sports & Fitness Asia","Sports & Fitness Asia"
1950,"Tea & Coffee World Cup Exhibition and Symposium","Tea & Coffee World Cup Exhibition and Symposium"
1951,"Tyrexpo Asia","Tyrexpo Asia"
1952,"FPE - Finished Products Expo","FPE - Finished Products Expo"
1953,"ELMIA SUBCONTRACTOR - International Trade Fair for Subcontractors","ELMIA SUBCONTRACTOR - International Trade Fair for Subcontractors"
1954,"Elmia Subcontractor (Joenkoeping)","Elmia Subcontractor (Joenkoeping)"
1955,"INTERNATIONAL CHILDREN'S BOOK FAIR - Internationale Kinderbuch-Messe","INTERNATIONAL CHILDREN'S BOOK FAIR - Internationale Kinderbuch-Messe"
1956,"LINEAPELLE - International exhibition of leather, accessories, components, synthetics for footwear, leathergoods, leatherwear and furnishings(April)","LINEAPELLE - International exhibition of leather, accessories, components, synthetics for footwear, leathergoods, leatherwear and furnishings(April)"
1957,"Cremona Mondomusica - International Exhibition of Handcrafted Musical Instruments and Violin-Making Accessories","Cremona Mondomusica - International Exhibition of Handcrafted Musical Instruments and Violin-Making Accessories"
1958,"CONVERFLEX","CONVERFLEX"
1959,"Host - Exhibition of Equipment, Furnishings, Supplies, Technologies and Service for the Tourist Industry","Host - Exhibition of Equipment, Furnishings, Supplies, Technologies and Service for the Tourist Industry"
1960,"Solarexpo - Greenbuilding","Solarexpo - Greenbuilding義大利太陽能源光電展"
1961,"Expo Riva Schuh (Autumn)","Expo Riva Schuh (Autumn)義大利加達國際鞋業展覽會"
1962,"Expo Riva Schuh (spring)","Expo Riva Schuh (spring)義大利加達國際鞋業展覽會"
1963,"conhIT - Connecting Healthcare IT","conhIT - Connecting Healthcare IT"
1964,"EURO ID - International Trade Fair and Science Forum for Automatic Identification","EURO ID - International Trade Fair and Science Forum for Automatic Identification"
1965,"FEPE International ","FEPE International "
1966,"UEG Week - United European Gastroenterology ","UEG Week - United European Gastroenterology "
1967,"WASSER BERLIN INTERNATIONAL - International Trade Fair and Congress - Water and Wastewater","WASSER BERLIN INTERNATIONAL - International Trade Fair and Congress - Water and Wastewater"
1968,"Eu''Vend/coffeena - The International Trade Fair for the Vending Industry/with coffeena - International Coffee Fair","Eu''Vend/coffeena - The International Trade Fair for the Vending Industry/with coffeena - International Coffee Fair"
1969,"interzum/","interzum德國科隆國際家具零配件/木工機械暨裝潢材料展"
1970,"Paint - Finishing & Facade","Paint - Finishing & Facade"
1971,"Railway & Mass Transit Interiors Technology/Design Expo ","Railway & Mass Transit Interiors Technology/Design Expo "
1972,"SEMICON Europa","SEMICON Europa"
1973,"Tag it - by GDS  the show for private label in shoes and accessories","Tag it - by GDS  the show for private label in shoes and accessories"
1974,"METPACK - International Trade Fair for Metal Packaging","METPACK - International Trade Fair for Metal Packaging"
1975,"SPIEL - International Spieltage","SPIEL - International Spieltage"
1976,"Ambiente - Internationale Frankfurter Messe","Ambiente - Internationale Frankfurter Messe法蘭克福第二階段消費用品展"
1977,"Fensterbau / Frontale","Fensterbau / Frontale"
1978,"ANPIC - Show of the Suppliers, Machinery and Fashion Preview for the Leather and Footwear Industries","ANPIC - Show of the Suppliers, Machinery and Fashion Preview for the Leather and Footwear Industries"
1979,"LUXE PACK - Luxury Goods Packaging Exhibition","LUXE PACK - Luxury Goods Packaging Exhibition"
1980,"SOLAREX ISTANBUL","SOLAREX ISTANBUL"
1981,"Intersolar Europe","Intersolar Europe慕尼黑太陽能光電展"
1982,"the Green Expo (ehemals EnviroPro/PowerMex) - International Exhibition and Conference for Environmental Technology and Recycling, Mexico's Energy and Power-Related Industries","the Green Expo (ehemals EnviroPro/PowerMex) - International Exhibition and Conference for Environmental Technology and Recycling, Mexico's Energy and Power-Related Industries"
1983,"Velo City -The Freedom of cycling","Velo City -The Freedom of cycling"
1984,"Hong Kong International Bakery Expo","Hong Kong International Bakery Expo香港國際烘培展"
1985,"Expodental & IDEX - International Dental Congress & Exhibition","Expodental & IDEX - International Dental Congress & Exhibition"
1986,"Greater New York Dental Meeting","Greater New York Dental Meeting"
1987,"PROTECT-Philippines","PROTECT-Philippines"
1988,"FDI World Dental Congress (Spain)","FDI World Dental Congress (Spain)"
1989,"APDC - Asia Pacific Dental Congress ( Macau )","APDC - Asia Pacific Dental Congress ( Macau )"
1990,"UITP-Global Public Transport Summit","UITP-Global Public Transport Summit"
1991,"APTA EXPO - Public Transportation Exhibition","APTA EXPO - Public Transportation Exhibition"
1992,"NORDIC RAIL - Rail Technology Exhibition","NORDIC RAIL - Rail Technology Exhibition"
1993,"EXPO Ferroviaria","EXPO Ferroviaria"
1994,"AusRAIL PLUS Conference & Exhibition","AusRAIL PLUS Conference & Exhibition"
1995,"CIFF Shanghai - China International Furniture Fair()","CIFF Shanghai - China International Furniture Fair中國(上海)國際家具博覽會"
1996,"SVIAZ/Expo Comm Moscow - International Exhibition for Telecommunications, Navigation Equipment, Control Systems and Information Technologies and Conference","SVIAZ/Expo Comm Moscow - International Exhibition for Telecommunications, Navigation Equipment, Control Systems and Information Technologies and Conference俄羅斯通信及資訊展"
1997,"Intersolar North America","Intersolar North America"
1998,"CIRSE - Cardiovascular and Interventional Radiological Society of Europe (Denmark)","CIRSE - Cardiovascular and Interventional Radiological Society of Europe (Denmark)"
1999,"ASVS-Asian Society For Vascular Surgery","ASVS-Asian Society For Vascular Surgery"
2000,"ECTES - European Congress of Trauma & Emergency Surgery (Romania)","ECTES - European Congress of Trauma & Emergency Surgery (Romania)"
2001,"The Battery Show Europe ","The Battery Show Europe "
2002,"CFOSE - International Cycle, Fitness & Outdoor Sports Expo","CFOSE - International Cycle, Fitness & Outdoor Sports Expo"
2003,"Seafood Expo North America/Seafood Processing North America ","Seafood Expo North America/Seafood Processing North America 北美海產品展"
2004,"APE - ASIA PHARMA EXPO ","APE - ASIA PHARMA EXPO "
2005,"China Beauty Expo Chengdu (Spring) ()","China Beauty Expo Chengdu (Spring) 成都美博會(春季)"
2006,"CAPAS","CAPAS"
2007,"Tea Expo (Jinan)() ","Tea Expo (Jinan)中國(濟南)國際茶產業博覽會 "
2008,"PROPAK MYANMAR - The International Processing & Packaging Exhibition","PROPAK MYANMAR - The International Processing & Packaging Exhibition"
2009,"BORU - Istanbul Tube, Pipes and Fittings Fair","BORU - Istanbul Tube, Pipes and Fittings Fair"
2010,"Fan Expo Dallas","Fan Expo Dallas"
2011,"SACANIME Sacramento Northern California (Winter)","SACANIME Sacramento Northern California (Winter)"
2012,"PLMA's Private Label Trade Show (Chicago)","PLMA's Private Label Trade Show (Chicago)美國芝加哥零售通路自有品牌商品交易會"
2013,"CIFM / interzum guangzhou - China International Furniture Machinery & Furniture Raw Materials Fair (Guangzhou) (  ) ","CIFM / interzum guangzhou - China International Furniture Machinery & Furniture Raw Materials Fair (Guangzhou)中國 ( 廣州 ) 國際家具生產設備及配料展覽會"
2014,"AUTOMATION WORLD","AUTOMATION WORLD韓國國際自動化工業展"
2015,"IFEX Philippines - International Food Exhibition","IFEX Philippines - International Food Exhibition"
2016,"Prolight + Sound Middle East()","Prolight + Sound Middle East中東(杜拜)國際專業燈光音響展覽會"
2017,"IRAN RIDEX","IRAN RIDEX"
2018,"PHILAUTO - International Autoparts, Accessories, Service and Repair Equipment Exhibition","PHILAUTO - International Autoparts, Accessories, Service and Repair Equipment Exhibition菲律賓國際汽機車零配件暨維修工具展"
2019,"The Beijing (Spring)International Jewelry Fair()","The Beijing (Spring)International Jewelry Fair北京(春季)國際珠寶首飾展覽會"
2020,"Assembly Technology - International Integrated Manufacturing Technology Exhibition","Assembly Technology - International Integrated Manufacturing Technology Exhibition泰國國際自動化機械零組件展覽會"
2021,"DSE - Digital Signage Expo","DSE - Digital Signage Expo"
2022,"Critical Communications World (Hong Kong)","Critical Communications World (Hong Kong)"
2023,"CIPPE - China International Petroleum & Petrochemical Technology & Equipment Exhibition","CIPPE - China International Petroleum & Petrochemical Technology & Equipment Exhibition中國國際石油石化技術裝備展覽會"
2024,"TEXTECH INT'L EXPO - Textech Sri Lanka International Expo","TEXTECH INT'L EXPO - Textech Sri Lanka International Expo"
2025,"NT EXPO - Business on Rails ","NT EXPO - Business on Rails "
2026,"APS-THE SECURITY TRADE FARE","APS-THE SECURITY TRADE FARE"
2027,"Retail Show","Retail Show"
2028,"Retail Design Expo","Retail Design Expo"
2029,"RetailEX ASEAN ","RetailEX ASEAN "
2030,"DRT Show - Diving Resort Travel Expo (Shanghai)","DRT Show - Diving Resort Travel Expo (Shanghai)"
2031,"TDEX - Thailand Dive Expo","TDEX - Thailand Dive Expo"
2032,"LabAsia - International Laboratory, Analytical and Instrumentation Technology Exhibition and Conference","LabAsia - International Laboratory, Analytical and Instrumentation Technology Exhibition and Conference"
2033,"UrTran - Beijing International Urban Rail Transport Technology Exhibition","UrTran - Beijing International Urban Rail Transport Technology Exhibition北京國際城市軌道交通展覽會"
2034,"IPF - International Plastic Fair Japan","IPF - International Plastic Fair Japan日本東京國際塑橡膠工業展"
2035,"Energy / HANNOVER MESSE - Leading Trade Fair for Renewable and Conventional Power Generation, Transmission and Distribution","Energy / HANNOVER MESSE - Leading Trade Fair for Renewable and Conventional Power Generation, Transmission and Distribution"
2036,"INTERNATIONAL TRADE FAIR JOINING CUTTING SURFACING","INTERNATIONAL TRADE FAIR JOINING CUTTING SURFACING"
2037,"MIMS Automechanika Moscow","MIMS Automechanika Moscow莫斯科國際汽車零配件、維修工具及檢測設備展"
2038,"MYANMAR PHAR - MED EXPO ","MYANMAR PHAR - MED EXPO "
2039,"Paper Arabia - Int. Technological Exhibition for Paper, Printing & Converting Industries","Paper Arabia - Int. Technological Exhibition for Paper, Printing & Converting Industries"
2040,"Bondexpo - International trade fair for bonding technology","Bondexpo - International trade fair for bonding technology"
2041,"VIFA Woodmac Vietnam","VIFA Woodmac Vietnam"
2042,"Auto Shanghai - International Automobile & Manufacturing Technology Exhibition","Auto Shanghai - International Automobile & Manufacturing Technology Exhibition上海國際汽車工業展覽會"
2043,"HGH India - Home Decor, Gifts, Houseware","HGH India - Home Decor, Gifts, Houseware印度家飾家用品暨禮品展"
2044,"China (Chengdu) Food and Drinks Fair (March)()","China (Chengdu) Food and Drinks Fair (March)全國糖酒商品交易會(春季展)"
2045,"BAU - World''s Leading Trade Fair for Architecture, Materials, Systems(Bau Munich)","BAU - World''s Leading Trade Fair for Architecture, Materials, Systems德國慕尼黑國際建材展(Bau Munich)"
2046,"IDEX - International Defence Exhibition & Conference","IDEX - International Defence Exhibition & Conference"
2047,"DSEi - Defence Systems and Equipment International Exhibition and Conference","DSEi - Defence Systems and Equipment International Exhibition and Conference"
2048,"Automechanic Philippines","Automechanic Philippines菲律賓國際汽機車零配件展"
2049,"PREMIERE VISION (Autumn) - The World's Premier Fabric ShowPremiere Vision","PREMIERE VISION (Autumn) - The World's Premier Fabric Show法國Premiere Vision秋季布料展"
2050,"Hair Expo Indonesia","Hair Expo Indonesia"
2051,"Professional Beauty India - Bombay (Mumbai)","Professional Beauty India - Bombay (Mumbai)"
2052,"INTERFILIERE SHANGHAI - The leading trade show for intimates, beachwear and swimwear fabrics","INTERFILIERE SHANGHAI - The leading trade show for intimates, beachwear and swimwear fabrics上海國際內衣泳裝原輔料展"
2053,"AMPER - International Trade Fair of Electrotechnics and Electronics","AMPER - International Trade Fair of Electrotechnics and Electronics"
2054,"WOCEE-World Of Consumer Electronics Expo","WOCEE-World Of Consumer Electronics Expo"
2055,"CIBE Guangzhou -China International Beauty Expo (Autumn)   ()","CIBE Guangzhou -China International Beauty Expo (Autumn)  中國廣州國際美博會 (秋季)"
2056,"Harbin International Economic and Trade Fair","Harbin International Economic and Trade Fair中國哈爾濱國際經濟貿易洽談會"
2057,"PHILBEAUTE - PHILIPPINES INTERNATIONAL BEAUTY, SPA & HEALTH INDUSTRY SHOW","PHILBEAUTE - PHILIPPINES INTERNATIONAL BEAUTY, SPA & HEALTH INDUSTRY SHOW"
2058,"BioFach + Vivaness - World Organic Trade Fair / Trade Fair for Natural Personal Care and Wellness","BioFach + Vivaness - World Organic Trade Fair / Trade Fair for Natural Personal Care and Wellness"
2059,"IDMA - Int. Flour, Semolina, Rice, Corn, Bulghur, Feed Milling Technologies & Pulse, Pasta, Biscuit Technologies Exhibition","IDMA - Int. Flour, Semolina, Rice, Corn, Bulghur, Feed Milling Technologies & Pulse, Pasta, Biscuit Technologies Exhibition"
2060,"Iran Oil Show - International Oil,Gas,Refining and Petrochemical Exhibition","Iran Oil Show - International Oil,Gas,Refining and Petrochemical Exhibition"
2061,"SEAFEX-The Event for Sea Food Professionals","SEAFEX-The Event for Sea Food Professionals"
2062,"Pro2Pac","Pro2Pac"
2063,"ICE - Totally Gaming","ICE - Totally Gaming"
2064,"Laser World of Photonics India","Laser World of Photonics India"
2065,"Secutech Thailand - International Trade Fair Security, Smart Home and Fire & Safety","Secutech Thailand - International Trade Fair Security, Smart Home and Fire & Safety"
2066,"P-MEC, PHARMACEUTICAL MACHINERY & EQUIPMENT CONVENTION (INDIA)","P-MEC, PHARMACEUTICAL MACHINERY & EQUIPMENT CONVENTION (INDIA)"
2067,"Pharmtech & Ingredients-International Exhibition of equipment, raw materials and ingredients for pharmaceutical production","Pharmtech & Ingredients-International Exhibition of equipment, raw materials and ingredients for pharmaceutical production"
2068,"COPHEX ","COPHEX "
2069,"GETEX - International Exhibition for Education, Training and Manpower Development for the Arab World","GETEX - International Exhibition for Education, Training and Manpower Development for the Arab World"
2070,"FIC - International Fair","FIC - International Fair"
2071,"MUJER - Womens Exhibition","MUJER - Womens Exhibition"
2072,"SAUDI HEALTH","SAUDI HEALTH"
2073,"Myanmar Retail Sourcing Expo","Myanmar Retail Sourcing Expo"
2074,"PRINTPACK INDIA ","PRINTPACK INDIA "
2075,"TechnoPrint","TechnoPrint"
2076,"INDEX - World's Leading Nonwovens Exhibition","INDEX - World's Leading Nonwovens Exhibition日內瓦國際不織布展"
2077,"OTA -Orthopaedic Trauma Association Annual Meeting","OTA -Orthopaedic Trauma Association Annual Meeting"
2078,"ICCAD - IC Industry Innovation and Development Summit ","ICCAD - IC Industry Innovation and Development Summit 中國集成電路設計業年會"
2079,"DAC - Design Automation Conference","DAC - Design Automation Conference"
2080,"ISHD - International Congress Of  The International Society  For  Hemodialysis  ","ISHD - International Congress Of  The International Society  For  Hemodialysis  "
2081,"Malaysia International Food Processing & Bakery Equipment/Packaging & Labelling/","Malaysia International Food Processing & Bakery Equipment/Packaging & Labelling馬來西亞國際食品加工與烘焙設備展/包裝與標籤設備展"
2082,"Malaysia International Hardware Exhibition","Malaysia International Hardware Exhibition馬來西亞國際五金手工具展"
2083,"MISF - Malaysia Internation Shoe Festival","MISF - Malaysia Internation Shoe Festival"
2084,"Mom & Baby Expo","Mom & Baby Expo"
2085,"M'SIA-PLAS - Malaysia International Plastic, Mould & Die Exhibition ","M'SIA-PLAS - Malaysia International Plastic, Mould & Die Exhibition 馬來西亞國際橡塑膠機械暨模具展"
2086,"M'SIA-SIGN, LED & NEON - Malaysia Int'l Sign, LED & Neon Exhibition","M'SIA-SIGN, LED & NEON - Malaysia Int'l Sign, LED & Neon Exhibition馬來西亞國際廣告與設備展"
2087,"PIPOC","PIPOC"
2088,"STAINLESS","STAINLESS"
2089,"EFORT - European Federation of National Associations of of Orthopaedics and Traumatology ","EFORT - European Federation of National Associations of of Orthopaedics and Traumatology "
2090,"ERS International Congress","ERS International Congress"
2091,"ERS International Congress (Amsterdam)","ERS International Congress (Amsterdam)"
2092,"European Congress of Trauma & Emergency Surgery","European Congress of Trauma & Emergency Surgery"
2093,"Storage Expo","Storage Expo"
2094,"UTECH EUROPE","UTECH EUROPE"
2095,"Sri Lanka Dental Association Annual Scientific Sessions","Sri Lanka Dental Association Annual Scientific Sessions"
2096,"PLAGKEM - International Fair for Plastics, Rubber and Chemistry","PLAGKEM - International Fair for Plastics, Rubber and Chemistry"
2097,"Conexpo -  Latin America ","Conexpo -  Latin America "
2098,"Automechanic Philippines","Automechanic Philippines菲律賓國際汽機車零配件暨五金工具展"
2099,"DRT Show - Diving Resort Travel Expo (Philippines) ","DRT Show - Diving Resort Travel Expo (Philippines) "
2100,"PDMEX - Philippine Die & Mould Machineries and Equipment Exhibition","PDMEX - Philippine Die & Mould Machineries and Equipment Exhibition"
2101,"PHILAUTO - International Autoparts, Accessories, Service and Repair Equipment Exhibition","PHILAUTO - International Autoparts, Accessories, Service and Repair Equipment Exhibition"
2102,"Philippines International Plastics & Rubber Equipment, Technology, Materials, Accessories, Supplies & Services Exhibition","Philippines International Plastics & Rubber Equipment, Technology, Materials, Accessories, Supplies & Services Exhibition菲律賓國際塑橡膠工業展"
2103,"PRINT PHILIPPINES","PRINT PHILIPPINES"
2104,"The Manila International Auto Show","The Manila International Auto Show"
2105,"Manila International Book Fair - Manila International Book Fair","Manila International Book Fair - Manila International Book Fair"
2106,"SIWW - Singapore International Water Week incl. Water Expo","SIWW - Singapore International Water Week incl. Water Expo"
2107,"Swiss Tech","Swiss Tech"
2108,"WORLDDIDAC Basel","WORLDDIDAC Basel"
2109,"ECOC - European Conference and Exhibition on Optical Communication","ECOC - European Conference and Exhibition on Optical Communication"
2110,"International Orchid Exhibition (Thun)","International Orchid Exhibition (Thun)"
2111,"RORO Exhibition and Conference -( for Cargo, Ship Repair, Ports, Equipment, Carriers)","RORO Exhibition and Conference -( for Cargo, Ship Repair, Ports, Equipment, Carriers)"
2112,"SKYDD - Security．Fire & Rescue Expo","SKYDD - Security．Fire & Rescue Expo瑞典國際安防、工業安全及消防科技大展"
2113,"Eima International","Eima International"
2114,"ESCRS - European Society of Cataract & Refractive Surgeons","ESCRS - European Society of Cataract & Refractive Surgeons"
2115,"IPACK-IMA - PROCESSING, PACKAGING AND MATERIAL HANDLING","IPACK-IMA - PROCESSING, PACKAGING AND MATERIAL HANDLING"
2116,"MIPEL - International Leather Goods Market (Spring)","MIPEL - International Leather Goods Market (Spring)"
2117,"Plast - International Exhibition for Plastics and Rubber Industries ","Plast - International Exhibition for Plastics and Rubber Industries "
2118,"VENDITALIA International Vending Exhibition ","VENDITALIA International Vending Exhibition "
2119,"ENADA - INTERNATIONAL AMUSEMENT & GAMING MACHINE SHOW","ENADA - INTERNATIONAL AMUSEMENT & GAMING MACHINE SHOW"
2120,"Expo Riva Schuh","Expo Riva Schuh義大利加達國際鞋業展覽會"
2121,"EXPORIVASCHUH INTERNATIONAL SHOE FAIR (Riva del Garda)","EXPORIVASCHUH INTERNATIONAL SHOE FAIR (Riva del Garda)"
2122,"European Association for Endoscopic Surgery (EAES)","European Association for Endoscopic Surgery (EAES)"
2123,"CIRSE- Cardiovascular and Interventional Radiological Society of Europe","CIRSE- Cardiovascular and Interventional Radiological Society of Europe"
2124,"EFORT Congress","EFORT Congress"
2125,"Anuga FoodTec - The international trade fair for food and drink technology","Anuga FoodTec - The international trade fair for food and drink technology"
2126,"gamescom - The largest trade fair and event highlight for interactive games and entertainment","gamescom - The largest trade fair and event highlight for interactive games and entertainment"
2127,"INTERNATIONALE EISENWARENMESSE -  INTERNATIONAL HARDWARE FAIR COLOGNE ","INTERNATIONALE EISENWARENMESSE -  INTERNATIONAL HARDWARE FAIR COLOGNE "
2128,"Rheingolf Messe","Rheingolf Messe"
2129,"ALUMINIUM- World Trade Fair & Conference","ALUMINIUM- World Trade Fair & Conference"
2130,"EuroShop - The Global Retail Trade Fair","EuroShop - The Global Retail Trade Fair"
2131,"GDS - International Event for Shoes & Accessoires Dusseldorf (Autumn)","GDS - International Event for Shoes & Accessoires Dusseldorf (Autumn)"
2132,"GDS - International Event for Shoes & Accessories Dusseldorf (Spring)","GDS - International Event for Shoes & Accessories Dusseldorf (Spring)"
2133,"INMEX","INMEX"
2134,"VICB - Vietnam International Construction & Building Exhibition","VICB - Vietnam International Construction & Building Exhibition"
2135,"Vietnam Expo - Vietnam International Trade Fair  (Hochiminh)","Vietnam Expo - Vietnam International Trade Fair  (Hochiminh)"
2136,"Gastech Conference & Exhibition (Singapore)","Gastech Conference & Exhibition (Singapore)"
2137,"World Confederation for Physical Therapy - CONGRESS","World Confederation for Physical Therapy - CONGRESS"
2138,"APDC -  Asia Pacific Dental Congress ","APDC -  Asia Pacific Dental Congress "
2139,"AFA - Anime Festival Asia","AFA - Anime Festival Asia"
2140,"Logistik Sverige/Danmark","Logistik Sverige/Danmark"
2141,"IPACK-IMA - PROCESSING, PACKAGING AND MATERIAL HANDLING","IPACK-IMA - PROCESSING, PACKAGING AND MATERIAL HANDLING義大利國際包裝展"
2142,"FOOD PACK ASIA - Food Processing and Packaging","FOOD PACK ASIA - Food Processing and Packaging泰國國際食品加工及包裝工業展"
2143,"CHINA-ARAB STATES EXPO-","CHINA-ARAB STATES EXPO中國-阿拉伯國家博覽會"
2144,"Film Tech Japan - Highly-functional Film Technology Expo","Film Tech Japan - Highly-functional Film Technology Expo"
2145,"FESPA Europe - Screen, Digital, Textile Printing Exhibitions","FESPA Europe - Screen, Digital, Textile Printing Exhibitions"
2146,"PCD - Packaging of Perfume, Cosmetics & Design","PCD - Packaging of Perfume, Cosmetics & Design"
2147,"PACKAGING INNOVATIONS (Birmingham)","PACKAGING INNOVATIONS (Birmingham)"
2148,"N-Plus","N-Plus"
2149,"China (Shenzhen) International Gifts and Home Product Fair (Autumn()","China (Shenzhen) International Gifts and Home Product Fair (Autumn中國(深圳)國際禮品及家居用品展覽會"
2150,"Hanoi Plas Print Pack Foodtech - Hanoi International Plastics Rubber,Printing,Packaging & Food Processing Industry Exhibition","Hanoi Plas Print Pack Foodtech - Hanoi International Plastics Rubber,Printing,Packaging & Food Processing Industry Exhibition"
2151,"Archidex - International Architecture, Interior Design & Building Exhitition","Archidex - International Architecture, Interior Design & Building Exhitition"
2152,"European Microwave Week (Nuremberg)","European Microwave Week (Nuremberg)"
2153,"CIMIF CamboAuto - Cambodia Int’l Auto parts & Accessories Exhibtion","CIMIF CamboAuto - Cambodia Int’l Auto parts & Accessories Exhibtion"
2154,"Mobile World Congress Americas","Mobile World Congress Americas"
2155,"Expo Seguridad Mexico","Expo Seguridad Mexico"
2156,"Vietfood & Beverage & ProPack Vietnam (IN HO CHI MINH )","Vietfood & Beverage & ProPack Vietnam (IN HO CHI MINH )"
2157,"ALUMINIUM Middle East","ALUMINIUM Middle East"
2158,"SATELLITE","SATELLITE"
2159,"BMF - BANGKOK MOTORBIKE FESTIVALhttp://bangkokmotorbikefestival.com/2016/home","BMF - BANGKOK MOTORBIKE FESTIVALhttp://bangkokmotorbikefestival.com/2016/home"
2160,"SENDEX- Senior & People with Disabilities Expo","SENDEX- Senior & People with Disabilities Expo韓國國際醫療居家護理保健復健展"
2161,"productronica - International trade fair for innovative electronics production","productronica - International trade fair for innovative electronics production"
2162,"Fispal Tecnologia - International Packaging, Processing and Logistics Trade Show for the Food and Beverage Industries","Fispal Tecnologia - International Packaging, Processing and Logistics Trade Show for the Food and Beverage Industries巴西國際食品及飲料包裝展"
2163,"APLF-MMT - Asia Pacific Leather Fair, Materials, Manufacturing & Technology","APLF-MMT - Asia Pacific Leather Fair, Materials, Manufacturing & Technology香港亞太皮革展"
2164,"Coating Korea - Int'l Coating, Adhesive and Film Fair ","Coating Korea - Int'l Coating, Adhesive and Film Fair 韓國國際膠黏劑及塗料展"
2165,"DIBS - Dubai International Boat Show","DIBS - Dubai International Boat Show"
2166,"LABELEXPO AMERICAS","LABELEXPO AMERICAS"
2167,"MD & M Chicago ","MD & M Chicago "
2168,"PTXi - International Powder & Bulk Solids","PTXi - International Powder & Bulk Solids"
2169,"TITANIUM Conference and Exhibition","TITANIUM Conference and Exhibition"
2170,"ORIGINS GAME FAIR","ORIGINS GAME FAIR"
2171,"Rocky Mountain Audio Fest","Rocky Mountain Audio Fest"
2172,"SCTE (Society of Cable Telecommunications Engineers) Cable-Tec Expo","SCTE (Society of Cable Telecommunications Engineers) Cable-Tec Expo"
2173,"NMEA Conference and Expo ","NMEA Conference and Expo "
2174,"PM - THE LANGUAGE OF POWDER METALLURGY","PM - THE LANGUAGE OF POWDER METALLURGY"
2175,"Aerocon  -  Aerospace. Defense. Instrumentation Show (Fort Worth)","Aerocon  -  Aerospace. Defense. Instrumentation Show (Fort Worth)"
2176,"High Point Market - International Home Furnishings Market (April)()","High Point Market - International Home Furnishings Market (April)美國高點家具展(春季)"
