"訪談日期","部門","new_GeneralInformation","new_Interviewer"
2017-12-15,"會本部. EBS","整體服務滿意，課程適中","林建佑"
2017-12-14,"會本部. EBS","1.盈得利為經營30多年的各種農林、園藝、五金手工具的國際貿易公司，整合開發設計、上下游製造鍊與出口銷售，堅持台灣製造，申請各國專利。因產品品質優良公司產品價格較市面高百分之三十，目標市場為可接受此價格的歐美市場。參展廣交會20年。李老闆表示廣交會為此類手工具產業展覽中，貿易成效最好的及全世界規模最大的展覽而買主來自世界各國。惟近年來受全球景氣影響買主參展人數下滑，這幾年盈得利參展成交的客人較少。主要藉此展覽平台經營既有老客戶以及尋找可能的潛在新客戶。建議未來台灣館能夠每兩三年更改一下裝潢主題以吸引更多買主前來參觀。2.李老闆表示目前對於拓展中國市場較無興趣，因為中國業者會模仿產品可能成為未來市場競爭對手且無法接受較高的價格。3.建議李老闆可以於廣交會參展期間以更積極的態度尋找新的買主，可以解決近期訂單較少的情形。","莊媛婷"
2017-12-14,"會本部. EBS","拜訪頂裕國際有限公司傅上勳業務經理1.該公司主要為機車零件2.主要市場為歐美國家，100%外銷3.有在義大利米蘭參加國際汽機車展4.目前有意思想建構網站目前外銷下降，阿里巴巴價格戰讓廠商很頭痛希望貿協能幫忙拓展外銷需求本處建議可運用台灣經貿網來增加曝光率，並提供13屆台灣國際機車產業展供該公司參考。","楊雅棻"
2017-12-14,"會本部. EBS","1. 106.11.02前來本處上課: 巴西 日本 越南市場商機說明會2. 張小姐表示此次課題與上課內容相符。","賴軒如"
2017-12-14,"會本部. EBS","1. 106.11.02前來本處上課: 巴西 日本 越南市場商機說明會2. 胡小姐表示此次課題與上課內容相符。","賴軒如"
2017-12-14,"會本部. EBS","1. 106.11.02前來本處上課: 巴西 日本 越南市場商機說明會2. 蘇先生表示此次課題與上課內容相符。","賴軒如"
2017-12-14,"會本部. EBS","本次訪談係針對107年度紡織業拓展活動商討本會與紡拓會之合作方案，初步討論事項如下：1、經本會鄭凱仁組長介紹明(107)年度臺灣形象展時程及內容規劃，並洽邀紡拓會籌組紡織形象區或辦理展中活動，該會市場開發處王副處長惠蘭表示依據107年海外拓銷活動整體規劃，泰國及馬來西亞目前尚未有紡織拓展活動，因此將優先考量是否於兩地形象展籌組紡織業專區或辦理相關活動。2、王副處長惠蘭以自身至印度當地拓展之經驗，特別提及印度市場深具開發潛力，拓銷成功將有蠻大的利潤空間值得業者持續投入，惟該市場拓展不易，紡織業者多半對印度市場抱持負面印象，少數業者花費許多精力開發印度市場，但成功者微乎其微，因此紡拓會原預計自明(107)年度起減少印度市場拓銷活動，但仍會考量參加印度臺灣形象展之可能性。3、另由於印度城市差距極大，楊處長曉琴詢問臺灣形象展之商機媒合會是否有提供買主補助方案以供地處偏遠之印度買主可前往會場商洽及觀展，本會表示會將此補助方案納入辦理商機媒合會之考量。4、針對印尼及越南形象展，由於展覽檔期可能與海外拓銷活動相衝突，將由內部討論是否有可搭配之活動做法後通知本會。5、有關海外拓銷活動本會可協助之部分，陳頤華組長表示本會可協助於國際專業展辦理新產品發表會、展後延伸拓銷團或展中洽談會，楊處長曉琴提及由於該會明年度辦理海外市場開發專案計畫，已將於慕尼黑運動用品展(ISPO)及越南西貢布料及製衣配件展辦理新產品發表會，故建議印度 Technotex 產業用紡織品展及印尼國際紡織成衣配件展本會可協助辦理展中洽談會，然實際協助之活動選定將與各市場負責專員討論後決定。6、展後延伸拓銷團部分，楊處長曉琴表示也將於內部討論及整合業者意見後，揀擇是否有合適的國際展覽辦理展後延伸拓銷團。","陳頤華組長、鄭凱仁組長、彭馨慧專員、廖珮君專員"
2017-12-14,"會本部. EBS","1.該公司產品為保健食品與藥品2.目前以走小三通為行銷方式3.正在佈局泰國 找經銷商幫忙販售4.本處建議加入台灣經貿網行銷全球或透過參展來推廣其產品5.該公司工廠在官田6.目前最大的困難點在於辦理各國的藥證","楊雅棻"
2017-12-14,"會本部. EBS","1.介紹2018年台灣精品金質獎得獎產品—BenQ WiT ScreenBar 螢幕智能掛燈，這項產品2018年主要想進入的市場為台、中、日、美、英、德，至於新南向市場須要請示亞太總經理Jeffrey。2.BenQ目前主要產品為螢幕與投影機，公司重視數位推廣，運用各地電商資源，直接與消費者接觸。例如在美國使用Amazon 的手續費10-15%，在中國大陸在天貓的手續費3%，遠低於實體店鋪鋪貨的成本，因此不主動在線下鋪貨，線上多餘的資源才會分配到線下。此外，今年雙十一，在天貓營收燈具類排名第6名，共賣出4600台，相當於在台灣平均1個月賣出的總檯燈數的一半(不分品牌)。也因著重使用電商資源，對於參加商展或購物中心活動，派員意願較低。3.BenQ搭配blogger或youtuber等，持續在消費者前曝光，在台灣曾經與亞歷山大媽合作，看中的是其粉絲多(95萬)、流量大、可配合業配文等優點，但合作後發現成效不佳，主因是其粉絲(喜歡兒子亞歷山大的人)雖多，卻不是產品的目標觀眾(TA)(媽媽)，在台灣也嘗試過直播但成效不佳。在中國大陸，因為撰寫專業的開箱文行銷費用不低(約2萬人民幣)，因此採取讓寫手抽成的制度，選擇讓小眾寫手抽成，以大量小眾寫手達到大量曝光。4.至於在中國大陸是否會害怕被仿冒呢？潘處長表示，產品有知名度就不怕被仿冒，雖然BenQ WiT ScreenBar訂價在人民幣1790(屬於相當高單價的產品)，也有可能出現人民幣179的仿冒品，也有可能有人買，但這兩種客戶是不同屬性的，因此不怕。但在產品還沒打開知名度時，就很怕被仿冒，因為消費者不知道是誰先發明的。5.BenQ WiT ScreenBar得到台灣精品金質獎後，公司一個禮拜內就重新設計包裝，把台灣精品LOGO印上去，潘處長表示「來貿協一定有好事」，希望未來有更多合作的機會。","彭湘尹、廖姚晴"
2017-12-14,"會本部. EBS","1. 該商主要業務為經銷機車周邊配件汽缸(外銷市場為東南亞)與騎士防護用具(外銷市場為歐洲)2. 該商屬於經銷商, 負責行銷海外市場, 廠商同意該商可以自行貼牌販售代理之商品3. 本次洽談陳怡真經理詢問關於參家台北體育用品展相關事項,並說明因公司參展資源有限, 希望可以以效益的參展4. 本處建議該司轉參展AMPA, 因該司的商品屬性屬汽機車零配件, 參加AMPA的效益會比較高5. 同時建議該司可以參考使用本會的IMD PLUS服務來拓銷特定海外市場通路6. 陳經理表示將把相關訊息帶回去公司內部討論","程議鋐"
2017-12-14,"會本部. EBS","1.該公司為貿易商。2.該公司參加本辦事處所舉辦之印度、泰國、印尼、菲律賓市場商機揭密研討會，對商機商情及市場資訊需求問卷調查做回饋。3.廠商對於歐、美、日等成熟市場／大陸市場／東協市場之市場商情有其期待。4.於新南向國家市場中，菲律賓／澳洲／紐西蘭等國家，認為有迫切需要這些國家的商情資訊。5.對本次研討會，該場商整體滿意度為非常滿意。6.該公師對於農產品及食品／汽機車及零配件產業商情資訊有興趣。","劉俐君"
2017-12-14,"會本部. EBS","1.該公司為品牌商。2.該公司參加本辦事處所舉辦之印度、泰國、印尼、菲律賓市場商機揭密研討會，對商機商情及市場資訊需求問卷調查做回饋。3.廠商對於東協市場／南亞市場／中南美市場之市場商情有其期待。4.於新南向國家市場中，越南／馬來西亞／印尼／印度／孟加拉等國家，認為有迫切需要這些國家的商情資訊。5.對本次研討會，該場商整體滿意度為滿意。6.該公司對於塑膠製品／手工具、扣件／五金建材及衛浴設備產業商情資訊有興趣。7.該廠商對於這次演講內容，希望針對當地場商與台灣廠商的優劣勢方面能夠成為多講之重點。","劉俐君"
2017-12-14,"會本部. EBS","1.該公司創立於 1983 年, 超過30年專業製造彈簧機技術, 為台灣彈簧機製造業領導品牌。主要產品有電腦彈簧製造機、油封機、高速圓圈機、傳統彈簧機械以及客製化機械...等。2.該公司參加本辦事處所舉辦之印度、泰國、印尼、菲律賓市場商機揭密研討會，對商機商情及市場資訊需求問卷調查做回饋。3.廠商對於歐、美、日等成熟市場／大陸市場／東協市場／南亞市場／中南美市場／中東、非洲市場之市場商情有其期待。4.於新南向國家市場中，對越南／泰國／菲律賓／印尼／印度國家，認為有迫切需要這些國家的商情資訊。5.對本次研討會，該場商整體滿意度為很滿意。6.該公司對於機械彈簧產業商情資訊有興趣。","劉俐君"
2017-12-14,"會本部. EBS","1.該公司為製造商。2.該公司參加本辦事處所舉辦之印度、泰國、印尼、菲律賓市場商機揭密研討會，對商機商情及市場資訊需求問卷調查做回饋。3.廠商對於大陸市場／東協市場之市場商情有其期待。4.於新南向國家市場中，越南／泰國／馬來西亞／新加坡／菲律賓國家，認為有迫切需要這些國家的商情資訊。5.對本次研討會，該場商整體滿意度為很滿意。6.該公司對於農產品及食品產業商情資訊有興趣。","劉俐君"
2017-12-14,"會本部. EBS","1.該公司自2007年成立，累積多年經驗，從一支精簡高效團隊在台中烏日開始了TPE/TPR材料的生產製造，秉持對品質良好與專業製造之經營理念為廣大客戶服務。2.該公司參加本辦事處所舉辦之印度、泰國、印尼、菲律賓市場商機揭密研討會，對商機商情及市場資訊需求問卷調查做回饋。3.廠商對於東協市場／南亞市場之市場商情有其期待。4.於新南向國家市場中，越南／印尼／印度／孟加拉國家，認為有迫切需要這些國家的商情資訊。5.對本次研討會，該場商整體滿意度為滿意。6.該公司對於塑膠製品／手工具、扣件／自行車及零配件／運動休閒用品產業商情資訊有興趣。","劉俐君"
2017-12-14,"會本部. EBS","1.該公司設立於2004年10月，早年以生產製造精密扣件起家，藉由多年技術的扎根，已逐步轉型為高端精密金屬產品製造，並於2012年11月掛牌上櫃。目前專注於醫療器材產品製造，擁有多年替國際級醫療大廠代工之經驗及技術，已屬國內微創手術器械關鍵零組件之先驅。鐿鈦科技提供各類精密金屬加工之工程整合技術、自動化生產的設備、模治具之開發與設計、堅持良好的產品品質、具有競爭力的價格優勢、第三地物流服務…等多方位的優質服務以滿足客戶需求，並贏得國際大廠長年合作的信譽與卓越的口碑。 2.該公司參加本辦事處所舉辦之印度、泰國、印尼、菲律賓市場商機揭密研討會，對商機商情及市場資訊需求問卷調查做回饋。3.廠商對於歐、美、日等成熟市場／東協市場之市場商情有其期待。4.於新南向國家市場中，泰國／馬來西亞／新加坡／澳洲／紐西蘭等國家，認為有迫切需要這些國家的商情資訊。5.對本次研討會，該場商整體滿意度為很滿意。6.該公司對於手工具、扣件／汽機車及零配件／五金建材及衛浴設備產業商情資訊有興趣。","劉俐君"
2017-12-14,"會本部. EBS","1.該公司從事金屬加工處理。2.該公司參加本辦事處所舉辦之印度、泰國、印尼、菲律賓市場商機揭密研討會，對商機商情及市場資訊需求問卷調查做回饋。3.廠商對於大陸市場／東協市場之市場商情有其期待。4.於新南向國家市場中，泰國／新加坡／印度／孟加拉等國家，認為有迫切需要這些國家的商情資訊。5.對本次研討會，該場商整體滿意度為滿意。6.該公司對於機械／手工具、扣件／汽機車及零配件／五金建材及衛浴設備產業商情資訊有興趣。","劉俐君"
