svd,EXHIBITION_NAME,EXHIBITION_COUNTRY,EXHIBITION_LOCATION,EXHIBITS,EXHIBITION_INDUSTRY,FREQUENCY,CONTACT_EMAIL
0.479773664,The 6th China WEIHAI FOOD EXPO(WHFE2015),China,WEIHAI International Exhibition Center,"Seafood, agricultural products, meat, dairy products, seasonings, processed food agricultural products, tea, drink, health food, and supplements. Food processing equipment, refrigeration equipment, fermentation equipment, packaging equipment, food testing equipment, beverage production facilities.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;MedicalCare,Health/HealthCare(Equipment,Products&Services)",Annual,NULL
0.482939761,Busan International Anti-Aging Expo 2015(BIAA2015),South Korea,BEXCO,"Functional Food:Health supplement and functional food,Diet food,etc.Clinic:General hospital,Orthopedic surgery,skin,Dental clinic,etc.Beauty:Cosmetics,Herbal,makeup show,etc.Items:Wellness care,Hair/Skin/Body treatment,Diet products,etc.Lifestyle:Wellbeing,spa,Massage,Sleeping,Healing,etc.","MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Dental&Odontology,Ophthalmology;MedicalCare,Health/Pharmaceuticals,Pharmacy;MedicalCare,Health/HealthCare(Equipment,Products&Services);MedicalCare,Health/Fitness;Living/Cosmetics,BeautyCareProducts,Perfumery",Annual,biaaexpo@naver.com
0.645466673,24th International Exhibition & Conference on Rice & Grain Processing Technology(RICE TECH EXPO),India,IDCO Ground,"Rice mill machinery manufacturers, Dall, Pulses and oil seeds processing machinery, Parboiling plants, Boiler & turbine, Air compressor, Abrasive wheel, Silo's & Storage Bin manufactures, Rubber roll & V-belts, Bag closing machines, Lab equipments, Electric Panels, Electric motors.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Twice a year,sharif.sk@ricetechexpo.com
0.598199094,China International Food Safety Technology & Innovations Expo(Food Safety Expo),China,"China International Exhibition Center (San Yuanqiao, Beijing)","Food safety inspection, traceability, packaging, instrument.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;MedicalCare,Health/HealthCare(Equipment,Products&Services);Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment)",Annual,wangbaoliang@ciec.com.cn
0.48680263,Healthplex & Nutraceutical China 2015(HNC 2015),China,Shanghai New International Expo Center,"Health food(Nutraceuticals, Functional food, Food supplement, Organic food, Sports nutrition, Invigorant, and etc.), Beauty Products(Beauty oral solution, Functional beauty products, Anti-aging products, and etc.), Health-care(Personal care, Massage apparatus, and etc.), etc.","MedicalCare,Health/HealthCare(Equipment,Products&Services);MedicalCare,Health/Pharmaceuticals,Pharmacy;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Cosmetics,BeautyCareProducts,Perfumery;MedicalCare,Health/Fitness;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D",Annual,lydia.ma@ubmsinoexpo.com
0.646114236,EuroMedLab - JIB 2015(JIB),France,Palais des Congres de Paris,"Supplies, Services for Medical Analysis Laboratory.","Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;MedicalCare,Health/Medical&HospitalEquipment,,Supplies;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D",Annual,eric.moquet@reedexpo.fr
0.455213713,Medical Show Japan 2015,Japan,Pcifico Yokohama,Wide range of medical equipment and related equipment.,"MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Dental&Odontology,Ophthalmology;MedicalCare,Health/Welfare&NursingEquipment,Rehabilitation",Annual,web@jsmi.gr.jp
0.57799504,ALA San Francisco Annual Conference & Exhibition,United States,Moscone Center,"Books, periodicals, reference works, audio-visual equipment, films, supplies, microforms, reprographics, automation and data-processing services, computer hardware and software, CD-ROM, library supplies and equipment and security systems.","Hobby,Education/Books&Publications,EquipmentforLibrary;Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Living/Security,Safety,FireProtection,Police,Defense",Annual,ala@heiexpo.com
0.538995876,S/S CAPSULE SHOW PARIS MEN'S(Capsule),France,Cite de la Mode,"Men's collection, accessories, Bags, shoes, etc.","Living/Leather(Materials,Products,Machinery),Footwear;Living/Textiles&Apparel(Materials,Products&Machinery);Living/Jewelry,Gold/Silverware,Accessories",Twice a year,lillian@capsuleshow.com
0.357746421,39th Dar es Salaam International Trade Fair(DITF 2015),Tanzania,Mwl J. K. Nyerere Trade Fair Grounds,General Fair.,GeneralExhibition/GeneralExhibition,Annual,info@tantrade.or.tz
0.622012262,Africa Ports & Harbours Show 2015,South Africa,Sandton Convention Centre,"Ports operators, shipping related.","Transportation,Logistics,Packaging/Marine,Shipbuilding,Shipping,PortEquipment;Building,Construction/Building&Construction,RealEstate;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Information,Telecommunication/Telecommunication,DataProcessing,Computer;Machinery,IndustrialTechnology/MaterialHandling,Pneumatics",Annual,enquiry.za@terrapinn.com
0.466262771,China (Guangzhou) International Coffee Industry Expo 2015(Coffeexpo),China,China Import and Export Fair Complex,"green coffee been, roast coffee, organic coffee, coffee mate ,seasonal sugar, colored candy, instant coffee, espresso and other coffee drinks,Coffee equipment and production equipment,Coffee shop design/adornment, coffee chain","Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Services/ShopFitting&Equipment,Display",Annual,coffeexpo@qq.com
0.66493416,3rd Production Companies Expo,Japan,Tokyo Big Sight (Tokyo International Exhibition Center),"all kinds of entertainment production companies such as video, animation, game, music, book/magazine, web, app, etc.","Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Services/Advertising,Marketing,BusinessAdministration;Hobby,Education/Music(Instruments,Discs,SheetMusic);Hobby,Education/Amusement&Entertainment;Hobby,Education/Books&Publications,EquipmentforLibrary;Information,Telecommunication/Telecommunication,DataProcessing,Computer",Annual,production-expo@reedexpo.co.jp
0.482807807,5th China International Distributed Energy and Energy Storage Technology and Equipment Expo (CDEE),China,China National Convention Center,"smart grid, Distributed Energy Generation, Energy Storage, power generation,Intelligent Control and Group Control Optimization Technology for Distributed Energy.","FundamentalIndustries/Mining,Energy;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Information,Telecommunication/Telecommunication,DataProcessing,Computer;Transportation,Logistics,Packaging/Logistics,Storage,Warehousing;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery)",Annual,frankli@devis-expo.com
0.595913665,The 24th China (Guangzhou) International Medicine Health Care Industry Expo 2015(MHE 2015),China,China Import and Export Fair Complex (CECF) Pazhou,"Medicinal drugs, Chinese medicines, medical and healthcare equipment etc.","MedicalCare,Health/Pharmaceuticals,Pharmacy;MedicalCare,Health/HealthCare(Equipment,Products&Services);MedicalCare,Health/Medical&HospitalEquipment,,Supplies;Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment)",Twice a year,healthexpo@foxmail.com
0.432226665,Mobile World Congress Shanghai(MWC Shanghai 2015 ),China,Shanghai New International Expo Centre,Innovative technologies and products in the mobile industry.,"Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Information,Telecommunication/Telecommunication,DataProcessing,Computer;Services/Finance,Banking,Insurance;Services/Retail/WholesaleBusiness,Distribution,Franchising;Hobby,Education/Toys&Games",Annual,sales@mobileasiaexpo.com
0.471170275,51st Zambia International Trade Fair 2015(ZITF),Zambia,Ndola Trade Fair Exhibition grounds,"Mining, Agricultural machinery and Chemicals, Hospitality and Tourism, General Industrial, Manufacturing and Engineering, Electrical Engineering and Electronics, Packaging and Material handling, Chemical and Petro-chemical, Food and Beverages, Textile and Clothing, etc.","FundamentalIndustries/Mining,Energy;Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);FundamentalIndustries/Chemistry,Rubber,Plastics,Materials;Living/Textiles&Apparel(Materials,Products&Machinery)",Annual,marketing@zitf.org.zm
0.510625205,Thailand International Dog Show 2015,Thailand,IMPACT Exhibition Center,"Dog foods and chew, Dog shampoo and lotion, Dog grooming equipment, Products for dog (i.e. houses, beds, collars, toys etc.), Dog healthcare (i.e. medicines and supplements), Dog farms with pedigree, Dog services (i.e. grooming, hotels, dog training etc.), Dog fashion & souvenirs.","Hobby,Education/Pets",Annual,Contact@thailand-dogshow.com
0.20699699,"XXXIV Livestock, Industry, Agriculture, Trade and Services International Fair(EXPO INTERNATIONAL 2015)",Paraguay,"Fairgrounds ""Rural Association of Paraguay""","industrial sectors of automobiles, plastics, wood, mosaic, metal, cardboard, paper, aluminum, confection, graphics. Food sector: milk, meat, flour, soybeans.  Services: Telecommunications, Banking, Tourism.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Services/Finance,Banking,Insurance;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Leather(Materials,Products,Machinery),Footwear;Hobby,Education/Tourism&Travel(Goods,Facilities&Services)",Annual,rrpp@expo.org.py
0.535685368,5th NANOTEXNOLOGY Expo 2015 - 5th International Exhibition on Nanotechnologies & Organic Electronics(NANOTEXNOLOGY Expo),Greece,Porto Palace Conference Centre & Hotel,"Organic and Printed Electronics Applications, Photonics- Micro & Nanoelectronics, Nanomaterials & Nanobiomaterials, Nano-Chemicals, Inks and Nanoparticles, Nano-energy & Environment, Metrology, Nano-Instruments & Characterization Systems, Nanotechnology & Food, etc.","Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Pharmaceuticals,Pharmacy",Annual,expo@nanotexnology.com
0.521246083,Markex 2015,South Africa,Sandton Convention Centre,"Promotional gifts, Conference and exhibition venues and solutions, Design and decor, Outdoor advertising and promotions, Packaging and printing, Print and electronic media, Retail and display, Signage, Stationery, Training and education, Entertainment, lighting and audio-visual.","Living/Paper&PaperProducts,Printing&Publishing;Living/Gifts,Handicrafts,Premiums&Incentives;Services/Exhibition&ConventionIndustry;Services/Design(incl.IndustrialDesign);Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Services/Advertising,Marketing,BusinessAdministration",Annual,joshual@specialised.com
0.477173013,Anteprima,Italy,"MICO, fieramilanocity","Leather, Accessories/Components, Synthetics/Fabrics for Footwear, Leather Goods, Clothing and Upholstery.","Living/Leather(Materials,Products,Machinery),Footwear;Living/Housewares,Tableware,Porcelain,Glassware;Living/Textiles&Apparel(Materials,Products&Machinery)",Twice a year,anteprima@anteprima-fair.com
0.367192859,11th China International Cartoon & Game Expo(CCG Expo),China,Shanghai World Expo Exhibition And Convention Center,"cartoon, game.","Hobby,Education/Toys&Games;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics",Annual,Adams6402@sina.com
0.441238657,2015 Shenzhen International Trade Fair for Apparel Fabrics and Accessories,China,Shenzhen Convention & Exhibition Center,"Fabrics: cotton, wool, silk, linen, ramie, man-made, knitted, coated, Lingerie & swimwear fabrics, Functional fabrics, Printed fabrics, Fibres & yarns, Embroidery & lace, Accessories, Textile-related CAD/CAM/CIM technology, Design & styling agencies, Fashion & textile trade publications.","Living/Textiles&Apparel(Materials,Products&Machinery);Living/Gifts,Handicrafts,Premiums&Incentives;Living/ArticlesforChildren&Baby;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Annual,katie.chan@hongkong.messefrankfurt.com
0.531660164,The 15th China International Fashion Brand Fair - Shenzhen(FashionSZshow),China,Shenzhen Convention & Exhibition Center,"Women's Wear, Men's Wear, Casual Wear, Lingerie, Fashion Accessories, Maternity & Kids Wear, Textile Equipment, Apparel Fabrics.","Services/Exhibition&ConventionIndustry;Living/Leather(Materials,Products,Machinery),Footwear;Living/Textiles&Apparel(Materials,Products&Machinery);Living/Housewares,Tableware,Porcelain,Glassware;Living/Jewelry,Gold/Silverware,Accessories;Living/ArticlesforChildren&Baby",Annual,visit@fashionszshow.com
0.394486092,Good Food & Wine Show,Australia,Perth Convention and Exhibition Centre,"wine, Food.","Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing",Annual,NULL
0.48535926,Senior Expo Asia (SEA) 2015(SEA 2015),Hong Kong,Hong Kong Convention & Exhibition Centre,"Medical, Aiding equipment, Lifestyle.","MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Welfare&NursingEquipment,Rehabilitation;MedicalCare,Health/Dental&Odontology,Ophthalmology;MedicalCare,Health/HealthCare(Equipment,Products&Services);MedicalCare,Health/Fitness;Living/Textiles&Apparel(Materials,Products&Machinery)",Annual,info@RetireeAndSeniorFair.com
0.536354012,China Int'l Cafe Show 2015(Cafe Show China 2015),China,China International Exhibition Center,"Coffee, Tea, Beverage & Liquor, Bakery, Wine, Ice-cream, Raw Material, Machine & Equipment, Chocolate, Appetizer, Dessert, Cafe Interior, Consulting, Franchise, Start up, Kitchen home appliances.","Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Services/ShopFitting&Equipment,Display",Annual,cafeshowchina@cafeshow.com
0.598681069,Furnitex Connect 2015,Australia,Royal Exhibition Building,"All kinds of furniture for bedroom, office, living room, kitchen, outdoors, etc.","Living/Furniture&Furnishings,Parts;Living/Housewares,Tableware,Porcelain,Glassware;Living/Gifts,Handicrafts,Premiums&Incentives",Annual,connect@expertiseevents.com.au
0.684971759,Oklahoma Summer Bead & Jewelry Show(OKC Bead Show),United States,Oklahoma State Fairgrounds,"Fashion jewelry, beads, findings, designer cabochons, silver, gold, pearls, and more.","Living/Jewelry,Gold/Silverware,Accessories",Twice a year,info@aksshow.com
0.449951522,18th Hong Kong International Education Expo,Hong Kong,Hong Kong Convention & Exhibition Centre,"Local and Overseas Sixth Form Colleges & Universities, Tertiary Institutions & Schools of Commerce, Vocational Training Institutions, Adult and Continuing Education Institutions, Professional Associations, Consultation Centres, Career-Oriented Curriculum, Student Organizations & Youth Centres, etc.","Hobby,Education/Education&Training",Annual,info@newayfairs.com
0.513505448,NZ Fitness Expo 2015,New Zealand,ASB Showgrounds,"Apparel, Home Gym Equipment & Accessories, Commercial Gym/Studio Fitness Equipment, Commercial Services & Solutions, Leading Gym Facilities, Sports Supplementation, Nutritional Products, Training Products & Accessories, Body Health and Recovery Services, etc.","MedicalCare,Health/Fitness;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Hobby,Education/Sports(Goods,Facilities&Services)",Annual,jonoridler@eenz.net.nz
0.429626282,MODE CITY PARIS Spring Summer - SALON INTERNATIONAL DE LA LINGERIE & DU SWIMWEAR (MODE CITY PARIS 2015),France,Paris expo Porte de Versailles,"Fashion lingerie, swimwear, fashion accessories.","Living/Textiles&Apparel(Materials,Products&Machinery)",Annual,hotline.visiteurs@eurovet.fr
0.56136645,52th ASHE Annual Conference & Technical Exhibition 2015,United States,John B. Hynes Veterans Memorial Convention Center,"Equipment, products and services used for planning, designing, constructing and delivering health care services","Building,Construction/Building&Construction,RealEstate;MedicalCare,Health/Medical&HospitalEquipment,,Supplies",Annual,cthompson@smithbucklin.com
0.54433701,S/S CAPSULE SHOW NEW YORK MEN'S(Capsule),United States,Basketball City,"Men's collection, accessories, Bags, shoes, etc.","Living/Leather(Materials,Products,Machinery),Footwear;Living/Textiles&Apparel(Materials,Products&Machinery);Living/Jewelry,Gold/Silverware,Accessories",Twice a year,lillian@capsuleshow.com
0.489297209,Intersolar North America 2015,United States,Moscone Center,"PV Cells and Modules, Wafers, Materials and Equipment, System Technologies and Inverters, Components, Tracking and Mounting Systems, Solar Thermal Technology (ST), etc.","FundamentalIndustries/Mining,Energy;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Environment/EnvironmentalProtection,WasteDisposal,Recycling;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Information,Telecommunication/Telecommunication,DataProcessing,Computer",Annual,NULL
0.444723196,18th International Medical & Helathcare Products & Equipment Trade Exhibition (MEDEXPO AFRICA 2015),Tanzania,Mlimani Conference Center,"Hospital & Medical equipments, Dental, Healthcare, Laboratory, Optical, Pharmaceuticals.","MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Dental&Odontology,Ophthalmology;MedicalCare,Health/Pharmaceuticals,Pharmacy;MedicalCare,Health/HealthCare(Equipment,Products&Services);MedicalCare,Health/Fitness",Annual,response@expogr.com
0.438030434,The 16th China International Laundry and Dyeing Industry Exhibition(Laundry Expo 2015),China,China International Exhibition Center,"1. Equipment for laundry, dry-cleaning, stain removing, dyeing, ironing and packing.2. Apparatus, devices, accessories and consuming materials 3. Chemicals and detergents for laundry, dry-cleaning, stain removing, dyeing and disinfecting.","Living/Laundry,DryCleaning,Dyeing;MedicalCare,Health/HealthCare(Equipment,Products&Services)",Annual,laundry@unifair.com
0.515534222,Atlanta International Gift and Home Furnishings Market,United States,AmericasMart-Atlanta,"gift, home, rug, apparel, gardens.","Services/Design(incl.IndustrialDesign);Living/Gifts,Handicrafts,Premiums&Incentives;Living/Housewares,Tableware,Porcelain,Glassware;Living/Cosmetics,BeautyCareProducts,Perfumery;Living/Jewelry,Gold/Silverware,Accessories;Living/Textiles&Apparel(Materials,Products&Machinery)",Twice a year,NULL
0.591889643,"30th International Specialized Exhibition of Shoes, Leather and Fur(LEATHER AND SHOES 2015 '2)",Ukraine,International Exhibition Centre,"Leather clothes, Fur clothes, Footwear, Haberdashery and accessories, Manufacture and processing of skins, Chemicals, tools, equipment, technology, Fur.","Living/Leather(Materials,Products,Machinery),Footwear;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;FundamentalIndustries/Chemistry,Rubber,Plastics,Materials",Twice a year,office@artexpo.ua
0.548410427,SEMICON West 2015,United States,Moscone Center,"Semiconductor, FPD, micro-electromechanical systems (MEMS), photovoltaics (PV), flexible electronics and displays, nano-electronics, solid state lighting (LEDs), related technologies, etc.","Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment)",Annual,semiconwest@semi.org
0.539502335,Seoul Character & Licensing Fair 2015,South Korea,Coex Convention and Exhibition Center,"Items for licensing including characters, animations, comics, games, broadcasting, entertainment, Publishing, fashion, etc.","Hobby,Education/Toys&Games;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Hobby,Education/Amusement&Entertainment;Living/Paper&PaperProducts,Printing&Publishing;Information,Telecommunication/Telecommunication,DataProcessing,Computer",Annual,info@characterfair.kr
0.458368575,VIETNAM INTERNATIONAL EXHIBITION ON FILM AND TELEVISION TECHNOLOGY (TELEFILM),Vietnam,Saigon Exhibition and Convention Center (SECC),"1. The TV programs 2. Types of drama 3. TV advertising 4. Copyright and format.5. Value added and support services. 6. Engineering, television and communications technology. 7. The software and technology solutions.8. Management, training, specialized research, publishing, etc.","Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Services/Advertising,Marketing,BusinessAdministration;Living/Paper&PaperProducts,Printing&Publishing",Annual,adpex@adpex.vn
0.518398357,International Footwear & Leather Products Exhibition - Vietnam (IFLE - VIETNAM 2015),Vietnam,Saigon Exhibition and Convention Center (SECC),"All kinds of footwear, Bags & Suitcases, Leather Garments & Leather Products, Fashion Accessories, Brand Name Products.","Living/Leather(Materials,Products,Machinery),Footwear",Annual,topreput@top-repute.com
0.495152633,NANO KOREA 2015 - 13th International Nano-Convergence Expo(NANO KOREA 2015),South Korea,COEX,"Nano Materials, Nano Devices, Nano Manufacturing, Nano Evaluation & Measurement, Applications, etc.","Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering",Annual,nanokorea@nanokorea.or.kr
0.440547578,"8th Shanghai International Liquid Processing, Packaging and Materials Exhibition(China BevTek  2015)",China,Shanghai New International Expo Center (SNIEC),"Brewing and Beverage Production, Bottling and Packaging Technology and Equipment, Ingredients and Supplies, Retail Management and Design.","Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Services/Retail/WholesaleBusiness,Distribution,Franchising;Services/Advertising,Marketing,BusinessAdministration",Annual,propak@chinaallworld.com
0.501917078,ProPak China 2014,China,Shanghai New International Expo Centre,"Processing, Filling and Packaging Technology, Equipment, Products and Services, etc.","Transportation,Logistics,Packaging/Logistics,Storage,Warehousing;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment)",Annual,cie@chinaallworld.com
0.39940123,Dakar International Expo on Health and Medical Equipment (SISDAK),Senegal,Centre International du Commerce Exterieur du Senegal(CICES),"medical and hospital equipments, pharmaceutical industries and products, derivatives.","MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Pharmaceuticals,Pharmacy",Annual,dec@cicesfidak.com
0.572938836,China Electronics Fair West 2015(CEF West 2015),China,Century City New International Convention & Exhibition Center,"New type electron element, Integrate circuit, Electron tool, Material,Electron measure aparatus/self-testing system, etc.","Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Annual,cefinfo@ceac.com.cn
0.531664394,The 13th China International Expo for Roofing & Waterproofing Technology (R&W2015) (R & W 2015),China,China National Convention Center (CNCC),"Asphalt Sheets, Polymer waterproof sheets, Sealing Materials, Waterproof Coating, Rigid waterproof & leakage-blocking materials, Vegetative roof, Waterproof materials for Infrastructure & municipal projects, Building insulation system, Floor heating system, solar and new energy, etc.","Building,Construction/Building&Construction,RealEstate;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Environment/EnvironmentalProtection,WasteDisposal,Recycling",Annual,annazhang@cnwb.net
0.537735371,HYPER JAPAN Summer 2015,United Kingdom,"The O2, London","Music , comics / anime , Japanese food , fashion / household goods , movies, games / toys , Traditional Culture , Travel / region .","Living/Textiles&Apparel(Materials,Products&Machinery);Hobby,Education/Music(Instruments,Discs,SheetMusic);Hobby,Education/Toys&Games;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Gifts,Handicrafts,Premiums&Incentives;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics",Annual,sales@hyperjapan.co.uk
0.604450657,"International Auto Parts, Accessories, Service and Repair Equipment Exhibition 2015(PhilAuto2015)",Philippines,SMX Convention Center,"Commercial Vehicles, Buses and Motorcycles, Automotive Parts and Systems, Automotive Accessories, Automotive Electronics & Entertainment Devices, Motorbike Parts & Accessories, Automotive Service, Repair and MaintenanceSpecialised Tuning & Modifications.","Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Transportation,Logistics,Packaging/Equipment&SupplyforAutomotiveServices;Transportation,Logistics,Packaging/Bicycles,Motorcycles(incl.Parts);Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Annual,richard@ambexpo.com
0.50440459,2015 Myanmar International Agriculture Techniques & Equipment Exhibition(MyanmarAgrotech),Myanmar,Myanmar Event Park (MEP),"Agriculture: Agricultural Machinery, Farm Machinery & Equipments, etc,.Water Treatment: Water Supply and Services,Water ConservationFiltration Equipments, Reverse Osmosis Equipments, etc.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Hobby,Education/Horticulture,Gardening;MedicalCare,Health/HealthCare(Equipment,Products&Services);Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting;Environment/EnvironmentalProtection,WasteDisposal,Recycling",Annual,exfdp@chanchao.com.tw
0.461105817,Myanmar Int'l Food-tech Industry Exhibition(2015 Myanmar-Foodtech ),Myanmar,Myanmar Event Park (MEP),"Food Processing & Preparation Machinery, Beverage Processing & Preparation Machinery, Hotel / Restaurant / Catering Equipment & Accessories, Bakery Equipment, Food Packing Machinery, Refrigeration Equipment. Food Processing Machinery & Equipment, Technology Equipment.","Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Services/Hotel,Restaurant&CateringBusiness;Services/ShopFitting&Equipment,Display;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Transportation,Logistics,Packaging/Logistics,Storage,Warehousing",Annual,exfdp@chanchao.com.tw
0.502535131,Myanmar Int'l Plastics and Rubber Industry Exhibition(2015 Myanmar Plas),Myanmar,Myanmar Event Park (MEP),"Plastic: Plastic Bending Machinery, Extruding Machines, Plastic Compounding Equipment, etc. Rubber: Rubber Bending Machinery, Mixing & Refining Machines, Product Molding Equipment. Semi-finished products & technical parts, Rubber & Synthetic Fibre, Coating compounds, Finishing, etc.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;FundamentalIndustries/Chemistry,Rubber,Plastics,Materials;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Paper&PaperProducts,Printing&Publishing;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment",Annual,exfdp@chanchao.com.tw
0.566456247,New Orleans Summer Jewelry & Bead Show(AKS Gem Shows),United States,Pontchartrain Convention & Civic Center,"Fine jewelry, fashion jewelry, beads, beading supplies, gemstones, findings, charms, pearls, gold, silver, and more.","Living/Jewelry,Gold/Silverware,Accessories",Three times or more a year,info@aksshow.com
